Planet's parameters | R_planet [Rj] :   1.0000   |  M_planet [Mj] :   1.0000   | a initial [au] :  2.000   | e initial [ø] :0.00   | omega_planet [rad/s] : 7.00E-05   | Q_p : 1.00E+05   | alpha_p : 0.26   | k2dt_planet : 1.00E-02
Environment parameters | Stellar model :   Stellar_models/m1.5_FeH0_4.14_schroeder_final.hr   | T_wind [K] :  2500.   | wind_speed [m/s] :  5000.   | mu : 1.38   | omega_star : 1.00E-07
Programmatical parameters | Sekhmet version : 5.1   | time0 [yr] : 2.560E+09   | max_duration [yr] : 1.000E+08   | max. rel. variat. a and e : 1.00E-02   | formalism : 3
time                 M_star      R_eff_star      L_star      dot_M_star       M_env        R_env            a           dot_a          e         omega_planet   omega_star
[yr]                 [M_Sun]      [R_Sun]        [L_Sun]     [M_Sun/yr]      [M_Sun]       [R_Sun]        [au]         [au/yr]        [ø]          [rad/s]        [rad/s]
2.6421600563E+09   1.47743E+00   3.88042E+01   3.45073E+02  -9.01700E-10   1.13509E+00   8.03829E-01   2.01534E+00   1.32671E-09   0.00000E+00   7.00000E-05   6.48147E-09
2.6422078438E+09   1.47739E+00   3.89311E+01   3.46821E+02  -9.01700E-10   1.13483E+00   8.02963E-01   2.01541E+00   1.32658E-09   0.00000E+00   7.00000E-05   6.44685E-09
2.6422556313E+09   1.47735E+00   3.90582E+01   3.48570E+02  -9.16966E-10   1.13458E+00   8.02291E-01   2.01547E+00   1.34905E-09   0.00000E+00   7.00000E-05   6.41217E-09
2.6423041119E+09   1.47730E+00   3.91884E+01   3.50352E+02  -9.16966E-10   1.13430E+00   8.03619E-01   2.01554E+00   1.34891E-09   0.00000E+00   7.00000E-05   6.37741E-09
2.6423525924E+09   1.47726E+00   3.93188E+01   3.52137E+02  -9.32307E-10   1.13402E+00   8.04692E-01   2.01560E+00   1.37148E-09   0.00000E+00   7.00000E-05   6.34205E-09
2.6424002591E+09   1.47721E+00   3.94496E+01   3.53924E+02  -9.32307E-10   1.13377E+00   8.03146E-01   2.01567E+00   1.37134E-09   0.00000E+00   7.00000E-05   6.30770E-09
2.6424479258E+09   1.47717E+00   3.95806E+01   3.55715E+02  -9.48117E-10   1.13351E+00   8.01905E-01   2.01573E+00   1.39459E-09   0.00000E+00   7.00000E-05   6.27316E-09
2.6424955149E+09   1.47712E+00   3.97131E+01   3.57533E+02  -9.48117E-10   1.13323E+00   8.03761E-01   2.01580E+00   1.39444E-09   0.00000E+00   7.00000E-05   6.23909E-09
2.6425431039E+09   1.47708E+00   3.98459E+01   3.59355E+02  -9.64145E-10   1.13295E+00   8.05486E-01   2.01587E+00   1.41800E-09   0.00000E+00   7.00000E-05   6.20413E-09
2.6425898915E+09   1.47703E+00   3.99801E+01   3.61183E+02  -9.64145E-10   1.13267E+00   8.05880E-01   2.01593E+00   1.41784E-09   0.00000E+00   7.00000E-05   6.17017E-09
2.6426366790E+09   1.47699E+00   4.01145E+01   3.63015E+02  -9.80576E-10   1.13240E+00   8.06247E-01   2.01600E+00   1.44199E-09   0.00000E+00   7.00000E-05   6.13609E-09
2.6426833761E+09   1.47694E+00   4.02499E+01   3.64877E+02  -9.80576E-10   1.13213E+00   8.06336E-01   2.01607E+00   1.44181E-09   0.00000E+00   7.00000E-05   6.10249E-09
2.6427300731E+09   1.47690E+00   4.03853E+01   3.66741E+02  -9.97135E-10   1.13186E+00   8.06442E-01   2.01614E+00   1.46615E-09   0.00000E+00   7.00000E-05   6.06926E-09
2.6427759847E+09   1.47685E+00   4.05180E+01   3.68595E+02  -9.97135E-10   1.13159E+00   8.06715E-01   2.01620E+00   1.46596E-09   0.00000E+00   7.00000E-05   6.03698E-09
2.6428218962E+09   1.47681E+00   4.06509E+01   3.70450E+02  -1.01404E-09   1.13132E+00   8.06898E-01   2.01627E+00   1.49081E-09   0.00000E+00   7.00000E-05   6.00450E-09
2.6428683884E+09   1.47676E+00   4.07870E+01   3.72347E+02  -1.01404E-09   1.13105E+00   8.06208E-01   2.01634E+00   1.49061E-09   0.00000E+00   7.00000E-05   5.97200E-09
2.6429148806E+09   1.47671E+00   4.09234E+01   3.74247E+02  -1.03133E-09   1.13077E+00   8.05871E-01   2.01641E+00   1.51601E-09   0.00000E+00   7.00000E-05   5.93922E-09
2.6429605934E+09   1.47666E+00   4.10594E+01   3.76140E+02  -1.03133E-09   1.13048E+00   8.08978E-01   2.01648E+00   1.51580E-09   0.00000E+00   7.00000E-05   5.90737E-09
2.6430063062E+09   1.47662E+00   4.11953E+01   3.78036E+02  -1.04877E-09   1.13019E+00   8.11571E-01   2.01655E+00   1.54141E-09   0.00000E+00   7.00000E-05   5.87585E-09
2.6430519075E+09   1.47657E+00   4.13306E+01   3.79950E+02  -1.04877E-09   1.12992E+00   8.09187E-01   2.01662E+00   1.54119E-09   0.00000E+00   7.00000E-05   5.84477E-09
2.6430975087E+09   1.47652E+00   4.14699E+01   3.81923E+02  -1.06805E-09   1.12966E+00   8.07156E-01   2.01669E+00   1.56953E-09   0.00000E+00   7.00000E-05   5.80329E-09
2.6431326942E+09   1.47648E+00   4.16083E+01   3.83877E+02  -1.06805E-09   1.12944E+00   8.08219E-01   2.01675E+00   1.56927E-09   0.00000E+00   7.00000E-05   5.77166E-09
2.6431678797E+09   1.47645E+00   4.17434E+01   3.85780E+02  -1.08499E-09   1.12922E+00   8.09448E-01   2.01681E+00   1.59411E-09   0.00000E+00   7.00000E-05   5.74671E-09
2.6432132210E+09   1.47640E+00   4.18867E+01   3.87754E+02  -1.08499E-09   1.12892E+00   8.12576E-01   2.01688E+00   1.59383E-09   0.00000E+00   7.00000E-05   5.71495E-09
2.6432585623E+09   1.47635E+00   4.20296E+01   3.89726E+02  -1.09750E-09   1.12862E+00   8.14927E-01   2.01695E+00   1.61209E-09   0.00000E+00   7.00000E-05   5.68439E-09
2.6432735054E+09   1.47633E+00   4.20756E+01   3.90367E+02  -1.09750E-09   1.12854E+00   8.13238E-01   2.01698E+00   1.61203E-09   0.00000E+00   7.00000E-05   5.67436E-09
2.6432884485E+09   1.47631E+00   4.21221E+01   3.91021E+02  -1.11620E-09   1.12845E+00   8.12056E-01   2.01700E+00   1.63966E-09   0.00000E+00   7.00000E-05   5.66388E-09
2.6433619164E+09   1.47623E+00   4.23573E+01   3.94383E+02  -1.11620E-09   1.12798E+00   8.12482E-01   2.01712E+00   1.63913E-09   0.00000E+00   7.00000E-05   5.61339E-09
2.6434353842E+09   1.47615E+00   4.25930E+01   3.97749E+02  -1.14201E-09   1.12751E+00   8.12860E-01   2.01724E+00   1.67688E-09   0.00000E+00   7.00000E-05   5.56189E-09
2.6434784704E+09   1.47610E+00   4.27356E+01   3.99762E+02  -1.14201E-09   1.12723E+00   8.12624E-01   2.01732E+00   1.67661E-09   0.00000E+00   7.00000E-05   5.53204E-09
2.6435215566E+09   1.47605E+00   4.28782E+01   4.01776E+02  -1.16153E-09   1.12695E+00   8.12710E-01   2.01739E+00   1.70521E-09   0.00000E+00   7.00000E-05   5.50239E-09
2.6435651028E+09   1.47600E+00   4.30223E+01   4.03821E+02  -1.16153E-09   1.12665E+00   8.15752E-01   2.01746E+00   1.70488E-09   0.00000E+00   7.00000E-05   5.47278E-09
2.6436086489E+09   1.47595E+00   4.31667E+01   4.05869E+02  -1.18152E-09   1.12635E+00   8.18410E-01   2.01754E+00   1.73418E-09   0.00000E+00   7.00000E-05   5.44276E-09
2.6436514625E+09   1.47590E+00   4.33114E+01   4.07921E+02  -1.18152E-09   1.12607E+00   8.17553E-01   2.01761E+00   1.73383E-09   0.00000E+00   7.00000E-05   5.41361E-09
2.6436942761E+09   1.47585E+00   4.34560E+01   4.09975E+02  -1.20185E-09   1.12579E+00   8.16658E-01   2.01769E+00   1.76362E-09   0.00000E+00   7.00000E-05   5.38458E-09
2.6437369395E+09   1.47580E+00   4.36006E+01   4.12053E+02  -1.20185E-09   1.12552E+00   8.15416E-01   2.01776E+00   1.76325E-09   0.00000E+00   7.00000E-05   5.35599E-09
2.6437796029E+09   1.47575E+00   4.37450E+01   4.14130E+02  -1.22258E-09   1.12523E+00   8.14507E-01   2.01784E+00   1.79362E-09   0.00000E+00   7.00000E-05   5.32804E-09
2.6438226716E+09   1.47569E+00   4.38888E+01   4.16228E+02  -1.22258E-09   1.12493E+00   8.16605E-01   2.01792E+00   1.79323E-09   0.00000E+00   7.00000E-05   5.30015E-09
2.6438657402E+09   1.47564E+00   4.40331E+01   4.18331E+02  -1.24378E-09   1.12463E+00   8.18525E-01   2.01800E+00   1.82428E-09   0.00000E+00   7.00000E-05   5.27124E-09
2.6439080909E+09   1.47559E+00   4.41806E+01   4.20458E+02  -1.24378E-09   1.12434E+00   8.18831E-01   2.01807E+00   1.82386E-09   0.00000E+00   7.00000E-05   5.24314E-09
2.6439504415E+09   1.47554E+00   4.43282E+01   4.22588E+02  -1.26522E-09   1.12404E+00   8.19112E-01   2.01815E+00   1.85523E-09   0.00000E+00   7.00000E-05   5.21516E-09
2.6439926240E+09   1.47548E+00   4.44758E+01   4.24740E+02  -1.26522E-09   1.12375E+00   8.19165E-01   2.01823E+00   1.85479E-09   0.00000E+00   7.00000E-05   5.18762E-09
2.6440348064E+09   1.47543E+00   4.46236E+01   4.26895E+02  -1.28736E-09   1.12346E+00   8.19190E-01   2.01831E+00   1.88718E-09   0.00000E+00   7.00000E-05   5.15971E-09
2.6440768111E+09   1.47538E+00   4.47731E+01   4.29059E+02  -1.28736E-09   1.12316E+00   8.18964E-01   2.01839E+00   1.88671E-09   0.00000E+00   7.00000E-05   5.13225E-09
2.6441188157E+09   1.47532E+00   4.49259E+01   4.31273E+02  -1.30837E-09   1.12287E+00   8.18784E-01   2.01847E+00   1.91739E-09   0.00000E+00   7.00000E-05   5.09885E-09
2.6441533587E+09   1.47528E+00   4.50752E+01   4.33458E+02  -1.30837E-09   1.12262E+00   8.18981E-01   2.01854E+00   1.91689E-09   0.00000E+00   7.00000E-05   5.07171E-09
2.6441879016E+09   1.47523E+00   4.52214E+01   4.35601E+02  -1.33257E-09   1.12237E+00   8.19865E-01   2.01860E+00   1.95227E-09   0.00000E+00   7.00000E-05   5.04950E-09
2.6442295393E+09   1.47518E+00   4.53712E+01   4.37827E+02  -1.33257E-09   1.12204E+00   8.26806E-01   2.01868E+00   1.95174E-09   0.00000E+00   7.00000E-05   5.02305E-09
2.6442711770E+09   1.47512E+00   4.55216E+01   4.40056E+02  -1.35587E-09   1.12171E+00   8.32436E-01   2.01877E+00   1.98578E-09   0.00000E+00   7.00000E-05   4.99570E-09
2.6443121176E+09   1.47506E+00   4.56749E+01   4.42282E+02  -1.35587E-09   1.12144E+00   8.26699E-01   2.01885E+00   1.98522E-09   0.00000E+00   7.00000E-05   4.96914E-09
2.6443530582E+09   1.47501E+00   4.58283E+01   4.44511E+02  -1.37449E-09   1.12117E+00   8.21405E-01   2.01893E+00   2.01228E-09   0.00000E+00   7.00000E-05   4.94237E-09
2.6443760013E+09   1.47498E+00   4.59154E+01   4.45776E+02  -1.37449E-09   1.12101E+00   8.20570E-01   2.01898E+00   2.01198E-09   0.00000E+00   7.00000E-05   4.92746E-09
2.6443989444E+09   1.47495E+00   4.60026E+01   4.47045E+02  -1.39846E-09   1.12084E+00   8.19896E-01   2.01902E+00   2.04723E-09   0.00000E+00   7.00000E-05   4.91260E-09
2.6444573014E+09   1.47486E+00   4.62244E+01   4.50312E+02  -1.39846E-09   1.12041E+00   8.19980E-01   2.01914E+00   2.04628E-09   0.00000E+00   7.00000E-05   4.87542E-09
2.6445156584E+09   1.47478E+00   4.64484E+01   4.53612E+02  -1.42913E-09   1.11997E+00   8.20973E-01   2.01927E+00   2.09088E-09   0.00000E+00   7.00000E-05   4.83333E-09
2.6445521491E+09   1.47473E+00   4.66060E+01   4.55928E+02  -1.42913E-09   1.11965E+00   8.28785E-01   2.01934E+00   2.09023E-09   0.00000E+00   7.00000E-05   4.80732E-09
2.6445886398E+09   1.47468E+00   4.67624E+01   4.58226E+02  -1.45370E-09   1.11934E+00   8.36092E-01   2.01942E+00   2.12601E-09   0.00000E+00   7.00000E-05   4.78342E-09
2.6446278328E+09   1.47462E+00   4.69201E+01   4.60539E+02  -1.45370E-09   1.11902E+00   8.39846E-01   2.01950E+00   2.12529E-09   0.00000E+00   7.00000E-05   4.75806E-09
2.6446670258E+09   1.47456E+00   4.70772E+01   4.62852E+02  -1.47927E-09   1.11871E+00   8.42490E-01   2.01959E+00   2.16253E-09   0.00000E+00   7.00000E-05   4.73364E-09
2.6447069544E+09   1.47450E+00   4.72331E+01   4.65212E+02  -1.47927E-09   1.11843E+00   8.35938E-01   2.01967E+00   2.16179E-09   0.00000E+00   7.00000E-05   4.70906E-09
2.6447468830E+09   1.47445E+00   4.73907E+01   4.67591E+02  -1.50589E-09   1.11816E+00   8.29716E-01   2.01976E+00   2.20058E-09   0.00000E+00   7.00000E-05   4.68218E-09
2.6447838511E+09   1.47439E+00   4.75489E+01   4.69953E+02  -1.50589E-09   1.11788E+00   8.26498E-01   2.01984E+00   2.19979E-09   0.00000E+00   7.00000E-05   4.65758E-09
2.6448208192E+09   1.47433E+00   4.77061E+01   4.72303E+02  -1.53209E-09   1.11761E+00   8.23901E-01   2.01993E+00   2.23790E-09   0.00000E+00   7.00000E-05   4.63469E-09
2.6448598737E+09   1.47427E+00   4.78635E+01   4.74690E+02  -1.53209E-09   1.11728E+00   8.26183E-01   2.02001E+00   2.23707E-09   0.00000E+00   7.00000E-05   4.61079E-09
2.6448989281E+09   1.47421E+00   4.80225E+01   4.77098E+02  -1.55963E-09   1.11697E+00   8.27956E-01   2.02010E+00   2.27714E-09   0.00000E+00   7.00000E-05   4.58473E-09
2.6449355553E+09   1.47416E+00   4.81839E+01   4.79517E+02  -1.55963E-09   1.11668E+00   8.25732E-01   2.02019E+00   2.27625E-09   0.00000E+00   7.00000E-05   4.56057E-09
2.6449721825E+09   1.47410E+00   4.83451E+01   4.81930E+02  -1.58680E-09   1.11640E+00   8.24492E-01   2.02027E+00   2.31570E-09   0.00000E+00   7.00000E-05   4.53691E-09
2.6450099409E+09   1.47404E+00   4.85093E+01   4.84372E+02  -1.58680E-09   1.11606E+00   8.30889E-01   2.02036E+00   2.31473E-09   0.00000E+00   7.00000E-05   4.51281E-09
2.6450476993E+09   1.47398E+00   4.86735E+01   4.86817E+02  -1.61508E-09   1.11573E+00   8.36087E-01   2.02045E+00   2.35579E-09   0.00000E+00   7.00000E-05   4.48902E-09
2.6450856726E+09   1.47392E+00   4.88380E+01   4.89291E+02  -1.61508E-09   1.11544E+00   8.31857E-01   2.02054E+00   2.35479E-09   0.00000E+00   7.00000E-05   4.46537E-09
2.6451236459E+09   1.47386E+00   4.90020E+01   4.91764E+02  -1.64403E-09   1.11514E+00   8.28537E-01   2.02063E+00   2.39679E-09   0.00000E+00   7.00000E-05   4.44276E-09
2.6451622372E+09   1.47379E+00   4.91634E+01   4.94260E+02  -1.64403E-09   1.11480E+00   8.32469E-01   2.02072E+00   2.39576E-09   0.00000E+00   7.00000E-05   4.42006E-09
2.6452008284E+09   1.47373E+00   4.93272E+01   4.96790E+02  -1.67406E-09   1.11446E+00   8.35892E-01   2.02081E+00   2.43934E-09   0.00000E+00   7.00000E-05   4.39419E-09
2.6452354627E+09   1.47367E+00   4.94920E+01   4.99307E+02  -1.67406E-09   1.11418E+00   8.35301E-01   2.02090E+00   2.43823E-09   0.00000E+00   7.00000E-05   4.37126E-09
2.6452700970E+09   1.47361E+00   4.96548E+01   5.01800E+02  -1.69359E-09   1.11389E+00   8.34857E-01   2.02098E+00   2.46612E-09   0.00000E+00   7.00000E-05   4.35080E-09
2.6452835537E+09   1.47359E+00   4.97129E+01   5.02703E+02  -1.69359E-09   1.11377E+00   8.35090E-01   2.02102E+00   2.46578E-09   0.00000E+00   7.00000E-05   4.34288E-09
2.6452970103E+09   1.47357E+00   4.97719E+01   5.03613E+02  -1.72423E-09   1.11366E+00   8.35146E-01   2.02105E+00   2.51093E-09   0.00000E+00   7.00000E-05   4.33450E-09
2.6453583422E+09   1.47346E+00   5.00511E+01   5.07840E+02  -1.72423E-09   1.11314E+00   8.33681E-01   2.02120E+00   2.50877E-09   0.00000E+00   7.00000E-05   4.29707E-09
2.6454196741E+09   1.47336E+00   5.03300E+01   5.12069E+02  -1.76539E-09   1.11261E+00   8.32741E-01   2.02136E+00   2.56788E-09   0.00000E+00   7.00000E-05   4.26051E-09
2.6454569096E+09   1.47329E+00   5.04979E+01   5.14658E+02  -1.76539E-09   1.11227E+00   8.36424E-01   2.02146E+00   2.56665E-09   0.00000E+00   7.00000E-05   4.23858E-09
2.6454941451E+09   1.47322E+00   5.06661E+01   5.17251E+02  -1.79707E-09   1.11193E+00   8.40081E-01   2.02155E+00   2.61245E-09   0.00000E+00   7.00000E-05   4.21649E-09
2.6455311414E+09   1.47316E+00   5.08351E+01   5.19867E+02  -1.79707E-09   1.11159E+00   8.43507E-01   2.02165E+00   2.61106E-09   0.00000E+00   7.00000E-05   4.19481E-09
2.6455681377E+09   1.47309E+00   5.10084E+01   5.22553E+02  -1.83071E-09   1.11125E+00   8.45602E-01   2.02175E+00   2.65966E-09   0.00000E+00   7.00000E-05   4.16835E-09
2.6455984347E+09   1.47304E+00   5.11767E+01   5.25191E+02  -1.83071E-09   1.11101E+00   8.38962E-01   2.02183E+00   2.65820E-09   0.00000E+00   7.00000E-05   4.14693E-09
2.6456287316E+09   1.47298E+00   5.13426E+01   5.27779E+02  -1.86261E-09   1.11076E+00   8.33876E-01   2.02191E+00   2.70418E-09   0.00000E+00   7.00000E-05   4.12800E-09
2.6456641255E+09   1.47291E+00   5.15188E+01   5.30445E+02  -1.86261E-09   1.11042E+00   8.38988E-01   2.02201E+00   2.70256E-09   0.00000E+00   7.00000E-05   4.10614E-09
2.6456995194E+09   1.47285E+00   5.16946E+01   5.33117E+02  -1.89640E-09   1.11008E+00   8.42791E-01   2.02210E+00   2.75121E-09   0.00000E+00   7.00000E-05   4.08490E-09
2.6457346782E+09   1.47278E+00   5.18665E+01   5.35813E+02  -1.89640E-09   1.10979E+00   8.37084E-01   2.02220E+00   2.74959E-09   0.00000E+00   7.00000E-05   4.06405E-09
2.6457698370E+09   1.47272E+00   5.20396E+01   5.38518E+02  -1.93079E-09   1.10948E+00   8.33145E-01   2.02230E+00   2.79911E-09   0.00000E+00   7.00000E-05   4.04215E-09
2.6458044083E+09   1.47265E+00   5.22177E+01   5.41244E+02  -1.93079E-09   1.10912E+00   8.41836E-01   2.02240E+00   2.79732E-09   0.00000E+00   7.00000E-05   4.02087E-09
2.6458389796E+09   1.47258E+00   5.23960E+01   5.43981E+02  -1.96503E-09   1.10877E+00   8.49352E-01   2.02249E+00   2.84647E-09   0.00000E+00   7.00000E-05   3.99963E-09
2.6458726254E+09   1.47252E+00   5.25704E+01   5.46727E+02  -1.96503E-09   1.10846E+00   8.48556E-01   2.02259E+00   2.84464E-09   0.00000E+00   7.00000E-05   3.97919E-09
2.6459062712E+09   1.47245E+00   5.27439E+01   5.49460E+02  -2.00146E-09   1.10815E+00   8.47278E-01   2.02269E+00   2.89702E-09   0.00000E+00   7.00000E-05   3.95974E-09
2.6459417804E+09   1.47238E+00   5.29210E+01   5.52245E+02  -2.00146E-09   1.10783E+00   8.42428E-01   2.02279E+00   2.89508E-09   0.00000E+00   7.00000E-05   3.93945E-09
2.6459772895E+09   1.47231E+00   5.30993E+01   5.55055E+02  -2.03785E-09   1.10751E+00   8.38390E-01   2.02290E+00   2.94729E-09   0.00000E+00   7.00000E-05   3.91813E-09
2.6460087835E+09   1.47224E+00   5.32648E+01   5.57711E+02  -2.03785E-09   1.10720E+00   8.40071E-01   2.02299E+00   2.94539E-09   0.00000E+00   7.00000E-05   3.89943E-09
2.6460402775E+09   1.47218E+00   5.34309E+01   5.60365E+02  -2.07469E-09   1.10689E+00   8.41614E-01   2.02308E+00   2.99831E-09   0.00000E+00   7.00000E-05   3.88041E-09
2.6460759624E+09   1.47210E+00   5.36230E+01   5.63362E+02  -2.07469E-09   1.10654E+00   8.42379E-01   2.02319E+00   2.99597E-09   0.00000E+00   7.00000E-05   3.85912E-09
2.6461116473E+09   1.47203E+00   5.38153E+01   5.66364E+02  -2.11398E-09   1.10619E+00   8.43511E-01   2.02330E+00   3.05214E-09   0.00000E+00   7.00000E-05   3.83787E-09
2.6461453869E+09   1.47196E+00   5.39982E+01   5.69234E+02  -2.11398E-09   1.10584E+00   8.47144E-01   2.02340E+00   3.04982E-09   0.00000E+00   7.00000E-05   3.81802E-09
2.6461791265E+09   1.47189E+00   5.41805E+01   5.72098E+02  -2.15271E-09   1.10549E+00   8.50424E-01   2.02351E+00   3.10516E-09   0.00000E+00   7.00000E-05   3.79887E-09
2.6462139268E+09   1.47181E+00   5.43642E+01   5.75007E+02  -2.15271E-09   1.10514E+00   8.51295E-01   2.02361E+00   3.10272E-09   0.00000E+00   7.00000E-05   3.77935E-09
2.6462487270E+09   1.47174E+00   5.45507E+01   5.77970E+02  -2.19299E-09   1.10479E+00   8.51767E-01   2.02372E+00   3.16021E-09   0.00000E+00   7.00000E-05   3.75738E-09
2.6462791011E+09   1.47167E+00   5.47310E+01   5.80892E+02  -2.19299E-09   1.10449E+00   8.49681E-01   2.02382E+00   3.15768E-09   0.00000E+00   7.00000E-05   3.73843E-09
2.6463094752E+09   1.47160E+00   5.49086E+01   5.83771E+02  -2.23308E-09   1.10419E+00   8.47943E-01   2.02392E+00   3.21489E-09   0.00000E+00   7.00000E-05   3.72175E-09
2.6463437463E+09   1.47153E+00   5.50905E+01   5.86726E+02  -2.23308E-09   1.10384E+00   8.48378E-01   2.02403E+00   3.21222E-09   0.00000E+00   7.00000E-05   3.70315E-09
2.6463780173E+09   1.47145E+00   5.52755E+01   5.89722E+02  -2.27549E-09   1.10349E+00   8.48573E-01   2.02414E+00   3.27269E-09   0.00000E+00   7.00000E-05   3.68195E-09
2.6464092238E+09   1.47138E+00   5.54639E+01   5.92708E+02  -2.27549E-09   1.10317E+00   8.47223E-01   2.02424E+00   3.26980E-09   0.00000E+00   7.00000E-05   3.66287E-09
2.6464404303E+09   1.47131E+00   5.56514E+01   5.95677E+02  -2.31705E-09   1.10286E+00   8.45509E-01   2.02435E+00   3.32881E-09   0.00000E+00   7.00000E-05   3.64476E-09
2.6464732436E+09   1.47123E+00   5.58417E+01   5.98689E+02  -2.31705E-09   1.10253E+00   8.41300E-01   2.02446E+00   3.32574E-09   0.00000E+00   7.00000E-05   3.62594E-09
2.6465060569E+09   1.47116E+00   5.60332E+01   6.01720E+02  -2.36005E-09   1.10220E+00   8.38486E-01   2.02457E+00   3.38673E-09   0.00000E+00   7.00000E-05   3.60636E-09
2.6465377173E+09   1.47108E+00   5.62254E+01   6.04772E+02  -2.36005E-09   1.10184E+00   8.44764E-01   2.02467E+00   3.38346E-09   0.00000E+00   7.00000E-05   3.58770E-09
2.6465693776E+09   1.47101E+00   5.64161E+01   6.07811E+02  -2.40376E-09   1.10148E+00   8.50597E-01   2.02478E+00   3.44535E-09   0.00000E+00   7.00000E-05   3.57017E-09
2.6466022698E+09   1.47093E+00   5.66056E+01   6.10889E+02  -2.40376E-09   1.10111E+00   8.53692E-01   2.02490E+00   3.44199E-09   0.00000E+00   7.00000E-05   3.55217E-09
2.6466351620E+09   1.47085E+00   5.67959E+01   6.13976E+02  -2.43731E-09   1.10074E+00   8.57185E-01   2.02501E+00   3.48860E-09   0.00000E+00   7.00000E-05   3.53363E-09
2.6466508207E+09   1.47081E+00   5.68896E+01   6.15477E+02  -2.43731E-09   1.10056E+00   8.60116E-01   2.02506E+00   3.48697E-09   0.00000E+00   7.00000E-05   3.52486E-09
2.6466664793E+09   1.47077E+00   5.69844E+01   6.17006E+02  -2.48409E-09   1.10039E+00   8.61415E-01   2.02512E+00   3.55501E-09   0.00000E+00   7.00000E-05   3.51565E-09
2.6467129289E+09   1.47066E+00   5.72749E+01   6.21756E+02  -2.48409E-09   1.09991E+00   8.52355E-01   2.02529E+00   3.54923E-09   0.00000E+00   7.00000E-05   3.48882E-09
2.6467593785E+09   1.47054E+00   5.75660E+01   6.26507E+02  -2.54090E-09   1.09943E+00   8.44741E-01   2.02545E+00   3.62824E-09   0.00000E+00   7.00000E-05   3.46175E-09
2.6467906431E+09   1.47046E+00   5.77660E+01   6.29699E+02  -2.54090E-09   1.09907E+00   8.49217E-01   2.02557E+00   3.62423E-09   0.00000E+00   7.00000E-05   3.44375E-09
2.6468219076E+09   1.47038E+00   5.79665E+01   6.32904E+02  -2.59051E-09   1.09871E+00   8.52335E-01   2.02568E+00   3.69409E-09   0.00000E+00   7.00000E-05   3.42550E-09
2.6468526198E+09   1.47030E+00   5.81666E+01   6.36122E+02  -2.59051E-09   1.09838E+00   8.46961E-01   2.02580E+00   3.68978E-09   0.00000E+00   7.00000E-05   3.40780E-09
2.6468833319E+09   1.47022E+00   5.83655E+01   6.39337E+02  -2.63902E-09   1.09805E+00   8.42816E-01   2.02591E+00   3.75785E-09   0.00000E+00   7.00000E-05   3.39106E-09
2.6469143397E+09   1.47014E+00   5.85585E+01   6.42566E+02  -2.63902E-09   1.09768E+00   8.46316E-01   2.02603E+00   3.75350E-09   0.00000E+00   7.00000E-05   3.37437E-09
2.6469453474E+09   1.47006E+00   5.87529E+01   6.45816E+02  -2.68822E-09   1.09732E+00   8.48379E-01   2.02615E+00   3.82251E-09   0.00000E+00   7.00000E-05   3.35682E-09
2.6469753078E+09   1.46998E+00   5.89498E+01   6.49085E+02  -2.68822E-09   1.09700E+00   8.41676E-01   2.02626E+00   3.81787E-09   0.00000E+00   7.00000E-05   3.34006E-09
2.6470052681E+09   1.46990E+00   5.91458E+01   6.52348E+02  -2.74016E-09   1.09667E+00   8.36303E-01   2.02638E+00   3.89074E-09   0.00000E+00   7.00000E-05   3.32398E-09
2.6470360218E+09   1.46981E+00   5.93415E+01   6.55651E+02  -2.74016E-09   1.09630E+00   8.39000E-01   2.02650E+00   3.88590E-09   0.00000E+00   7.00000E-05   3.30766E-09
2.6470667754E+09   1.46973E+00   5.95389E+01   6.58971E+02  -2.79224E-09   1.09593E+00   8.41884E-01   2.02662E+00   3.95873E-09   0.00000E+00   7.00000E-05   3.29040E-09
2.6470967513E+09   1.46964E+00   5.97417E+01   6.62304E+02  -2.79224E-09   1.09556E+00   8.45819E-01   2.02674E+00   3.95347E-09   0.00000E+00   7.00000E-05   3.27378E-09
2.6471267272E+09   1.46956E+00   5.99443E+01   6.65642E+02  -2.84465E-09   1.09519E+00   8.49637E-01   2.02686E+00   4.02640E-09   0.00000E+00   7.00000E-05   3.25742E-09
2.6471567099E+09   1.46948E+00   6.01451E+01   6.69016E+02  -2.84465E-09   1.09481E+00   8.52758E-01   2.02698E+00   4.02094E-09   0.00000E+00   7.00000E-05   3.24125E-09
2.6471866925E+09   1.46939E+00   6.03489E+01   6.72411E+02  -2.88002E-09   1.09444E+00   8.55519E-01   2.02710E+00   4.06815E-09   0.00000E+00   7.00000E-05   3.22350E-09
2.6471944164E+09   1.46937E+00   6.04060E+01   6.73317E+02  -2.88002E-09   1.09435E+00   8.55674E-01   2.02713E+00   4.06673E-09   0.00000E+00   7.00000E-05   3.21894E-09
2.6472021403E+09   1.46935E+00   6.04608E+01   6.74210E+02  -2.93492E-09   1.09426E+00   8.55319E-01   2.02716E+00   4.14727E-09   0.00000E+00   7.00000E-05   3.21473E-09
2.6472540684E+09   1.46919E+00   6.08166E+01   6.80144E+02  -2.93492E-09   1.09364E+00   8.50159E-01   2.02738E+00   4.13650E-09   0.00000E+00   7.00000E-05   3.18702E-09
